TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
FTPFileSourceCode.FTPFile,LINE,1.0,110,110
FTPFileSourceCode.FTPFile,BRANCH,0.9846153846153847,65,64
FTPFileSourceCode.FTPFile,EXCEPTION,1.0,0,0
FTPFileSourceCode.FTPFile,WEAKMUTATION,1.0,356,356
FTPFileSourceCode.FTPFile,OUTPUT,0.0,54,0
FTPFileSourceCode.FTPFile,METHOD,0.0,30,0
FTPFileSourceCode.FTPFile,METHODNOEXCEPTION,0.0,30,0
FTPFileSourceCode.FTPFile,CBRANCH,0.9846153846153847,65,64
